PALABRA,FONEMA,TRADUCCIÓN
solution,səˈluːʃən,solución
solve,sɒlv,resolver
some,sʌm,"Alguno, algo, poco"
somebody,sʌmbədɪ,"Alguien, alguno"
someday,ˈsʌmdeɪ,Algún día
somehow,ˈsʌmhaʊ,De alguna manera
someone,sʌmwʌn,alguien
something,sʌmθɪŋ,"Algo, alguna cosa"
sometime,ˈsʌmtaɪm,A veces
sometimes,sʌmtaɪmz,Algunas veces
somewhat,ˈsʌmwɒt,De alguna manera
somewhere,ˈsʌmwɛəʳ,En algún lugar
son,sʌn,hijo
song,sɒŋ,canción
soon,suːn,Pronto; temprano
"sophisticate
d",səˈfɪstɪkeɪtɪd,sofisticado
sorry,ˈsɒrɪ,siento
sort,sɔːt,Tipo; ordenar
soul,səʊl,alma
sound,saʊnd,sonido
soup,suːp,sopa
source,sɔːs,"Fuente, procedencia"
south,saʊθ,sur
southeast,saʊθist,sudeste
southern,ˈsʌðən,"Sureño, del sur"
southwest,saʊθˈwest,suroeste
sovereignty,ˈsɒvrəntɪ,soberanía
Soviet,Soviet,soviético
space,speɪs,espacio
spare,spɛəʳ,Repuesto; ahorrar
spark,spɑːk,chispa
speak,spiːk,Hablar
speaker,ˈspiːkəʳ,Parlante; hablante
special,speʃəl,especial
specialist,ˈspeʃəlɪst,especialista
specialty,ˈspeʃəltɪ,especialidad
species,ˈspiːʃiːz,Especies
specific,spəˈsɪfɪk,especifico
specifically,spəˈsɪfɪkəlɪ,específicamente
specify,ˈspesɪfaɪ,especificar
spectacular,spekˈtækjʊləʳ,espectacular
spectrum,ˈspektrum,espectro
speculate,ˈspekjʊleɪt,especular
speculation,spekjʊˈleɪʃən,especulación
spoon,spuːn,cuchara
sport,spɔːt,deporte
spot,spɒt,"Lugar; mancha, granito"
spouse,spaʊz,cónyuge
spray,Sprei,"Espray, aerosol"
spread,spred,"Extenderse, propagar"
spring,sprɪŋ,Primavera; resorte
sprinkle,ˈsprɪŋkl,"Esparcir, espolvorear"
spy,Spai,"Espía, espiar"
squad,skwad,escuadrón
square,skwɛəʳ,Cuadrado; plaza
squeeze,skwiːz,"Apretar, exprimir (extraer jugo)"
stability,stəˈbɪlɪtɪ,estabilidad
stable,ˈsteɪbl,estable
stack,stæk,"Apilar, pila (montón)"
staff,stɑːf,Personal
stage,steɪdʒ,"Escenario, etapa"
stair,stɛəʳ,"Peldaño, escaleras (stairs)"
stake,Steik,"Poste, estaca"
stance,stæns,postura
stand,stænd,"Pararse, ponerse de pie"
standard,stænderd,"Norma, patrón, estándar"
standing,ˈstændɪŋ,De pie; posición
star,stɑːʳ,estrella
stare,stɛəʳ,Mirar fijamente
start,stɑːt,Comenzar; encender (máquina)
starter,stɑːtəʳ,"Botón de partida, motor de arranque"
starting,ˈstɑːrtɪŋ,comienzo
state,steɪt,"Estado, nación"
statement,steɪtmənt,declaración
station,steɪʃən,estación
statistical,stəˈtɪstɪkol,estadístico
statistics,stəˈtɪstɪks,estadística
statue,ˈstætjuː,estatua
speech,spiːtʃ,discurso
speed,spiːd,velocidad
spell,spel,deletrear
spend,spend,Gastar
spending,ˈspendɪŋ,gastos
sphere,sfiəʳ,Esfera; ámbito
spill,spil,"Verter, derrame"
spin,spin,girar
spine,spaɪn,"Columna vertebral, espina (planta)"
spirit,ˈspɪrɪt,Espíritu
spiritual,ˈspɪrɪtjʊəl,espiritual
spit,Spit,escupir
spite,spaɪt,rencor
split,splɪt,"Separación, división"
spokesman,spəʊksmæn,vocero
sponsor,ˈspɒnsəʳ,patrocinador
status,statəs,"Status, estado"
statute,ˈstætjuːt,estatuto
stay,Stei,"Quedarse, permanecer; estancia"
steadily,ˈstedɪlɪ,sostenidamente
steady,ˈstedɪ,"Estable, firme"
steak,Stik,bistec
steal,Stil,acero
steam,stim,"Vapor, cocer baño maría"
steep,Stip,empinado
steer,Stier,"Guiar, dirigir; volante dirección
(steering Wheel)"
stem,Stem,"Tallo, tronco"
step,Step,Paso; etapa
stick,stick,"Pegar (pegamento); palo, bastón"
stiff,Stif,"Tieso, rígido; tortícolis (neck stiff)"
still,Stil,"Todavía; silencioso, quieto"
stimulate,stímiuleit,estimular
stimulus,stɪmjʊləs,estímulo
stir,st3ːʳ,"Mezclar, revolver (revolver
ingredientes)"
stock,stɒk,"Existencia, stock"
stomach,ˈstomak,estómago
stone,stəʊn,piedra
stop,stɒp,"Detenerse, parar"
storage,ˈstɔːredʒ,"Almacén, depósito; almacenamiento"
store,stɔːʳ,tienda
storm,stɔːm,tormenta
story,stɔːrɪ,"Cuento, historia"
stove,stəʊv,estufa
straight,streɪt,"Recta, directo"
straighten,ˈstreɪtn,enderezar
strain,streɪn,"Esfuerzo, tensión"
strange,streɪndʒ,extraño
stranger,ˈstreɪndʒəʳ,Desconocido
strategic,straˈtiːdʒik,estratégico
strategy,strætɪdʒɪ,estrategia
straw,strɔː,paja
streak,striːk,"Racha (viento), Rasgo (personalidad)"
street,Strit,calle
strength,streŋθ,fuerza
strengthen,ˈstreŋθən,fortalecer
stress,stres,"Estrés, esfuerzo"
stretch,stretʃ,estirar
strict,strikt,estricto
strictly,ˈstrɪktlɪ,estrictamente
strike,straɪk,"Golpear; huelga, paro"
striking,ˈstraɪkɪŋ,Llamativo; el golpear
string,strɪŋ,cuerda
strip,strɪp,"Tira, banda"
stroke,strəʊk,"Derrame cerebral; contacto(golpe, caricia)"
"substantiall
y",səbˈstænʃəlɪ,sustancialmente
subtle,ˈsʌtl,sutil
suburb,ˈsʌb3ːb,suburbio
suburban,sʌˈb3ːbən,suburbano
succeed,sʌkˈsiːd,Tener éxito
success,sukses,éxito
successful,səkˈsesfʊl(suksésful),"Exitoso, competente"
successfull y,sokˈsesfəlɪ,"Exitosamente, con éxito"
such,sʌtʃ,"Tanto, como, semejante, tal"
suck,sʌk,chupar
sudden,ˈsʌdn,"Súbito, repentino"
suddenly,sʌdnlɪ,repentinamente
sue,suː,demandar
suffer,ˈsʌfəʳ,sufrir
suffering,ˈsʌfərɪŋ,"Sufrimiento, que sufre"
sufficient,səˈfɪʃənt,suficiente
sugar,ˈʃʊgəʳ,azúcar
suggest,səˈdʒest,sugerir
suggestion,səˈdʒestʃən,sugerencia
suicide,ˈsʊesaɪd,suicidio
suit,Su:t,traje
suitable,ˈsuːtəbl (ə=e),apropiado
suite,swiːt,Suite( habitación lujosa y espaciosa)
sum,sʌm,suma
summary,ˈsʌmərɪ  (ə=a),resumen
summer,sʌməʳ,verano
summit,ˈsʌmɪt,"Cima, cúspide"
sun,sʌn,sol
sunlight,ˈsʌnlaɪt,Luz solar
sunny,ˈsʌnɪ,soleado
super,ˈsuːpəʳ,súper
superior,sʊˈpeirɪəʳ (ə=o),superior
strong,strɒŋ,Fuerte
strongly,ˈstrɒŋlɪ,Fuertemente; encarecidamente
structural,ˈstrʌktʃərəl,estructura
structure,strʌktʃəʳ(strac- cher),"Estructura, edificio"
struggle,ˈstrʌgl,"Luchar, esfuerzo"
student,stjuːdənt,Estudiante
studio,ˈstjuːdɪəʊ,estudio
study,ˈstʌdɪ,estudiar
stuff,stʌf,Cosas (objetos)
stumble,ˈstʌmbl,tropezar
stupid,ˈstjuːpɪd,estúpido
style,Stail,estilo
subject,ˈsʌbdʒekt,"Sujeto (gramática), sujeto a"
submit,səbˈmet,Presentar; someter
subsequent,ˈsʌbsɪkwənt,"Subsiguiente, posterior"
subsidy,ˈsʌbsɪdɪ,subsidio
substance,ˈsʌbstəns,sustancia
substantial,səbˈstænʃəl,Sustancial (fundamentalmente)
supermarke t,ˈsuːpəˌmɑːkɪt,supermercado
supervisor,ˈsuːpəvaɪzəʳ,supervisor
supplier,soˈplaɪəʳ,proveedor
supply,səˈplaɪ (ə=o),suministrar
support,səˈpɔːt (ə=o),"Soportar, apoyar"
supporter,səˈpɔːtəʳ,partidario
supportive,səˈpɔːtɪv,"De apoyo, comprensivo"
supposed,səˈpəʊzd,supuesto
supposedly,səˈpəʊzɪdlɪ (ə=o),supuestamente
Supreme,suːˈpriːm,supremo
sure,ʃʊəʳ,Seguro (confiado)
surely,ˈʃʊərlɪ,"Seguramente, ciertamente"
surface,s3ːrfes,superficie
surgeon,ˈs3ːdʒən (ə=e),cirujano
surgery,ˈs3ːdʒərɪ(ə=e),cirugía
surprise,səˈpraɪz(ə=e),sorprender
surprised,səˈpraɪzd(ə=e),sorprendido
surprising,səˈpraɪzɪŋ(ə=e),sorprendente
surprisingly,səˈpraɪzɪŋlɪ,sorprendentemente
surround,səˈraʊnd,rodear
surrounding,səˈraʊndɪŋ,envolvente
surveillance,s3ːˈveɪləns,vigilancia
survey,s3ːˈveɪ,"Sondeo, encuesta"
survival,səˈvaɪvəl (ə=e),supervivencia
survive,səˈvaɪv(servaiv),sobrevivir
survivor,səˈvaɪvəʳ,superviviente
suspect,səsˈpekt (ə=o),sospechoso
suspend,susˈpend,"Colgar, suspender (también posponer)"
suspicion,sosˈpɪʃən,sospecha
suspicious,sosˈpɪʃəs,sospechoso
sustain,susˈteɪn,"Sostener, sustentar"
sustainable,səsˈteɪnəbl,sustentable
swallow,ˈswɒləʊ,tragar
swear,swɛəʳ,Jurar; blasfemar
sweat,swet,"Sudar, sudor"
sweater,ˈswetəʳ,suéter
sweep,swiːp,barrer
sweet,swiːt,dulce
swell,swel,"Hincharse, hinchazón"
swim,suín,nadar
swimming,ˈswɪmɪŋ,natación
swing,swɪŋ,"Balancearse, columpio"
switch,swɪtʃ,"Interruptor, cambiar"
symbol,ˈsɪmbəl (ə=o),símbolo
symbolic,sɪmˈbɒlɪk,simbólico
sympathy,ˈsɪmpəθɪ,"Simpatía, comprensión"
symptom,ˈsɪmptəm,síntoma
syndrome,sɪndrəʊm,síndrome
system,sɪstəm,Sistema
table,teɪbl,mesa
tablespoon,ˈteɪblspuːn,"Cuchara de servir, cucharón"
tactic,ˈtæktɪk,táctica
teach,tiːtʃ,enseñar
teacher,ˈtiːtʃəʳ,Maestra
teaching,ˈtiːtʃɪŋ,docencia
team,tiːm,Equipo
teammate,tiːmmeit,Compañero de equipo o trabajo
tear,tɪəʳ,"Lágrima; rasgar, rasgadura (ropa)"
teaspoon,ti:spu:n,"Cucharita, cucharita de té"
technical,ˈteknɪkol,técnico
technician,tekˈnɪʃən,técnico
technique,tekˈniːk,técnica
technological,teknəˈlɒdʒɪkəl,tecnológico
technology,tekˈnɒlədʒɪ,tecnología
teen,ti:n,Adolescente (teens:adolescencia)
teenage,ˈtiːneɪdʒ,adolescente
teenager,tiːneɪdʒr,adolescente
telephone,ˈtelefəʊn,teléfono
telescope,ˈteleskəʊp,Telescopio
television,ˈteleviʃn,televisión
tell,tel,Decir
temperature,ˈtempretʃəʳ,temperatura
temple,templ,Sien; templo
temporary,ˈtemprəri,temporal
ten,ten,die
tend,tend,tender
tendency,ˈtendənsɪ,tendencia
tender,ˈtendəʳ,tierno
tennis,ˈtenɪs,tenis
tent,tent,"Carpa, tienda de campaña"
term,t3ːm,"Término, plazo"
terms,tɜːms,"Plazos, términos"
terrain,teˈreɪn,terreno
terrible,terrebl,terrible
terribly,ˈterrebli,terriblemente
terrific,təˈrrɪfɪk,estupendo
tag,tæg,etiqueta
tail,teil,cola
take,teɪk,Tomar; llevar
tale,teil,cuento
talent,ˈtælənt,talento
talented,ˈtæləntid,talentoso
talk,tɔːk,hablar
tall,tɔːl,alto
tank,tæŋk,"Tanque (carro combate, t. agua, Deposito, etc.)"
tap,tæp,Grifo; zapatear
tape,teɪp,Casete; cinta adhesiva
target,ˈtɑːget,"Meta, blanco"
task,tɑːsk,"Tarea, encargar"
taste,teist,Sabor; gusto (sentido)
tax,tæks,impuesto
taxpayer,ˈtæksˌpeɪəʳ,contribuyente
terror,ˈterrəʳ(ə=o),terror
terrorism,ˈterrərɪzem,terrorismo
terrorist,ˈterərɪst,terrorista
test,test,examen
testify,ˈtestifai,testificar
testimony,ˈtestɪmənɪ,testimonio
testing,ˈtestɪŋ,"Prueba, ensayo"
text,tekst,texto
textbook,ˈtekstbʊk,Libro de texto; manual
texture,ˈtekstʃəʳ,texture
than,ðæn,Que (comparación)
thank,θæŋk,gracias
thanks,θæŋks,Dar gracias
Thanksgiving,θænksˈɡɪvɪŋ,Día de acción de gracias
that,dat,Eso; tan
the,ðə,"el, la, los, las"
theater,ˈθiːətə(r),teatro
their,ðɛəʳ(dear),"Su, sus, de ellos; las suyas, las de ellos"
them,Ðem,"Ellos, les, los, las"
theme,θiːm,"Tema (tópico, melodía)"
themselves,ðəmˈselvz,Ellos mismos
then,Ðen,Entonces; después
theological,θɪəˈlɒdʒɪkln,teológico
theology,θɪˈɒlədʒɪ,teología
theoretical,θɪəˈretɪkln,teórico
theory,θɪərɪ,"Teoría, supuesto"
therapist,ˈθerəpɪst,terapeuta
there,ðɛəʳ,"Allí, hay"
thereby,ˈðɛəˈbaɪ,"Así, de este modo"
therefore,ˈðɛəfɔːʳ,Por lo tanto
these,ðiːz,"Esto, este"
they,ðeɪ,"Ellos, ellas"
thick,θɪk,"Grueso, espesor"
thigh,θaɪ,muslo
thin,θɪn,"Delgado, fino"
thing,θɪŋ,Cosa
think,θɪŋk,"Pensar, creer, imaginar; pensamiento, idea"
thinking,ˈθɪŋkɪŋ,"Consideración, opinión"
third,θ3ːd,tercero
thirty,ˈθ3ːtɪ,30
this,(dis),"Esto, este, esta"
thoroughly,ˈθʌrəlɪ,A fondo; Completamente; cuidadosamente
those,ðəʊz,"Aquellos, quienes"
though,ðəʊ,aunque
thought,θɔːt,"Pensado, pensamiento"
thousand,θaʊzənd,mil
thread,θred,"Hilo, enhebrar"
threat,Θret,amenaza
threaten,ˈθretn,amenazar
three,θriː,Tres
time,taɪm,"Tiempo, hora; vez, ocasión"
timing,ˈtaɪmɪŋ,"Elección del momento oportuno, medida de tiempo"
tiny,ˈtaɪnɪ,pequeño
tip,Tip,Propina; punta; consejo
tire,ˈtaɪəʳ,"Cansar, cansarse; neumático"
tired,ˈtaɪəd,cansado
tissue,tɪʃuː,Pañuelo de papel; tejido
title,taɪtl,título
to,tʊ,"a, de, hacia, sobre"
tobacco,təˈbækəʊ,tabaco
today,təˈdeɪ,Hoy
toe,təʊ,dedo
together,təˈgeðəʳ,Juntos
toilet,ˈtɔɪlɪt,Baño; lavabo
tolerance,ˈtɒlərəns,tolerancia
tolerate,ˈtɒləreɪt,tolerar
toll,təʊl,Peaje
tomato,təˈmɑːtəʊ,tomate
tomorrow,təˈmɒrəʊ(tumorou),mañana
tone,təʊn,tono
tongue,To:ng (+o que a),lengua
tonight,tunait,Esta noche
too,tuː,"También, demasiado"
tool,tuːl,herramienta
tooth,tuːθ,diente
top,tɒp,Lo más alto; blusa
topic,tɒpɪk,tema
toss,tɒs,Lanzar (no tan fuerte)
total,ˈtəʊtl,total
totally,ˈtəʊtelɪ,totalmente
touch,tʌtʃ,tocar
touchdown,ˈtʌtʃdaʊn,aterrizaje
tough,taf,Duro
tour,ˈtʊəʳ,"Tour, recorrido"
threshold,ˈθresʃhəʊld,umbral
thrive,θraɪv,prosperar
throat,θrəʊt,garganta
through,θruː,A través
throughout,θrʊˈaʊt,"Durante, a lo largo de"
throw,θrəʊ,"Tirar, tiro"
thumb,θʌm,pulgar
thus,ðʌs,"Así, por consiguiente"
ticket,ˈtɪket,Boleto
tide,taɪd,marea
tie,Tai,"Amarrar, atar"
tight,Tait,"Ajustado, ceñido; pantis"
tighten,ˈtaɪtn,apretar
tile,tail,teja
till,Til,Hasta; caja registradora
timber,ˈtɪmbəʳ,Madera; bosque
tourism,ˈtʊərɪzəm,turismo
tourist,ˈtʊərɪst,turista
tournament,ˈtɔːnəmənt,torneo
toward,təˈwɔːd,"Hacía, a; para"
towards,təˈwɔːdz,Grosero con
towel,ˈtaʊəl,toalla
tower,ˈtaʊəʳ,torre
town,taʊn,"Pueblo, ciudad"
toxic,ˈtɒksɪk,tóxico
toy,tɔɪ,juguete
trace,Treis,Trazar; rastro
track,træk,"Pista, vía"
trade,treid,Comercio (en general)
trading,ˈtreɪdɪŋ,Actividad comercial
tradition,trəˈdɪʃən,tradición
traditional,trəˈdɪʃənl,tradicional
traditionally,trəˈdɪʃnəlɪ,tradicionalmente
traffic,træfɪk,tráfico
tragedy,ˈtrædʒɪdɪ,tragedia
tragic,ˈtrædʒɪk,trágico
trail,Treil,"rastro, estela"
trailer,ˈtreɪləʳ,remolque
train,Trein,tren
trainer,ˈtreɪnəʳ,Entrenador; zapatilla deportiva
training,treɪnɪŋ,"Entrenamiento, rehabilitación"
trait,Treit,"Rasgo, característica"
transaction,trænˈzækʃən,transacción
transfer,ˈtrænsfəʳ,"Trasladar, transferir"
"transformatio
n",trænsfəˈmeɪʃən,transformación
transit,trænsit,tráfico
translate,trænzˈleɪt,traducir
translation,trænzˈleɪʃən,traducción
transmission,trænzˈmɪʃən,transmisión
transmit,trænzˈmɪt,transmitir
transport,ˈtrænspɔːt,transporte
"transportatio
n",trænspɔːˈteɪʃən,"Transportación, traslado,
transporte"
trap,træp,trampa
trash,træʃ,basura
trauma,ˈtrɔːmə,trauma
travel,ˈtrævl,"Viajar, viaje"
traveler,ˈtrævləʳ,viajero
tray,Trei,bandeja
treasure,ˈtreʒəʳ,tesoro
treat,triːt,tratar
treatment,triːtmənt,tratamiento
treaty,ˈtriːtɪ,tratado
tree,triː,tres
tremendous,trəˈmendes,tremendo
trend,trend,"Tendencia, moda"
trial,ˈtraɪəl,"Juicio, prueba experimental"
tribal,ˈtraɪbəl,tribal
tribe,ˈtraɪb,tribu
truth,truːð,verdad
try,traɪ,Intentar
T-shirt,ˈtiː ʃɜːt,polera
tube,tjuːb,tubería
tumor,ˈt(y)umər,tumor
tune,tjuːn,"Tonada, canción"
tunnel,ˈtʌnl,túnel
turkey,ˈt3ːkɪ,pavo
turn,t3ːn,"Girar, turno"
TV,Ti-vi,tv
twelve,twelv,12
twentieth,ˈtwentɪɪθ,vigésimo
twenty,ˈtwentɪ,veinte
twice,twais,"Dos veces, doble"
twin,Twin,gemelo
twist,Twist,"Torcer, torcedura"
two,tuː,dos
two-thirds,Tu:-θ3ːd,Dos tercios
type,taɪp,"Tipo, clase; escribir a máquina"
typical,ˈtɪpɪkəl,típico
typically,ˈtɪpɪkəlɪ,típicamente
ugly,ˈʌglɪ,feo
uh,,
ultimate,ˈʌltɪmɪt,máximo
ultimately,ˈʌltɪmɪtlɪ,Al final; por último
unable,ˈʌnˈeɪbl,Que no se puede; incapaz
uncertain,ʌnˈs3ːtn,"Inseguro (persona), incierto"
uncertainty,ʌnˈs3ːtntɪ,incertidumbre
uncle,ˈʌŋkl,tío
uncomfortable,ʌnˈkʌmfətəbl,incómodo
uncover,ʌnˈkʌvəʳ,"Descubrir, destapar"
under,ˈʌndəʳ,"Bajo, debajo"
undergo,ʌndəˈgɒn,Someterse a
undergraduate,ˈʌndəˈgrædjʊɪt,"Pregrado, primeros 4 años d carrera"
underlying,ˈʌndəˈlaɪɪŋ,subyacente
undermine,ʌndəˈmaɪn,"Debilitar, socavar"
trick,trɪk,engañar
trigger,ˈtrɪgəʳ,gatillo
trim,Trim,recortar
trip,Trip,viaje
triumph,ˈtraɪʌmf,triunfo
troop,truːp,tropa
tropical,ˈtrɒpɪkol,tropical
trouble,ˈtrʌbl,problema
troubled,ˈtrʌbld,aproblemado
truck,trʌk,camión
true,truː,verdad
truly,ˈtruːlɪ,De verdad
trunk,trʌŋk,Tronco; tórax
trust,trʌst,confiar
understand,ʌndəˈstænd,Entender
understanding,ʌndəˈstændɪŋ,"Entendimiento, comprensivo"
undertake,ʌndəˈteɪkən,"Emprender, comprometerse"
unemployment,ˈʌnemˈplɔɪmənt,desempleo
unexpected,ˈʌneksˈpektid,inesperado
unfair,ˈʌnˈfɛəʳ,injusto
unfold,ʌnˈfəʊld,desplegar
unfortunately,ʌnˈfɔːtʃnetlɪ,desafortunadamente
unhappy,ʌnˈhæpɪ,infeliz
uniform,ˈjuːnɪfɔːm,uniforme
union,ˈjuːnjən,unión
unique,juːˈniːk,único
unit,juːnɪt,unidad
unite,juːnait,unirse
United,juːˈnaɪtɪd,"Unido, junto"
unity,ˈjuːnɪtɪ,unidad
universal,juːnɪˈv3ːsəl,universal
universe,ˈjuːnɪv3ːs,universo
university,juːnɪˈv3ːsɪtɪ,universidad
unknown,ʌnˈnəʊn,desconocido
unless,ənˈles(anlés),A menos que
unlike,ˈʌnˈlaɪk,"A diferencia, diferente de"
unlikely,ʌnˈlaɪklɪ,improbable
"unprecedente
d",ʌnˈpresɪdəntid,Sin precedentes
until,ənˈtɪl(antíl),"Hasta, hasta que"
unusual,ʌnˈjuːʒʊəl,inusual
up,ʌp,arriba
update,ˈʌpdeɪt,actualizar
upon,əˈpɒn,sobre
upper,ˈʌpəʳ,Más alto
upset,ˈʌpset,molesto
upstairs,ˈʌpˈstɛərz,Piso de arriba
urban,ˈ3ːrban,urbano
urge,3ːdʒ,Instar; deseo
us,ʌs,"Nosotros, nos"
use,juːs,"Usar, soler"
used,juːst,usado
useful,ˈjuːsfʊl,útil
user,ˈjuːzəʳ,usuario
usual,ˈjuːʒʊol,usual
usually,ˈjuːʒʊəlɪ´,usualmente
utility,juːˈtelɪtɪ,utilidad
utilize,ˈjuːtelaɪz,utilizar
vacation,veˈkeɪʃən,vacaciones
vaccine,ˈvæksiːn,vacuna
vacuum,ˈvækjʊm,"Vacío; aspiradora; pasar la
aspiradora"
valid,ˈvæled,válido
validity,vəˈlɪdɪtí,validez
valley,ˈvælí,valle
valuable,ˈvæljʊəbl,valioso
versus,ˈv3ːsəs,"Vs, contra"
vertical,ˈv3ːrticol,vertical
very,ˈverɪ,muy
vessel,ˈvesl,navío
veteran,vetərən,veterano
via,ˈvaɪə-via,vía
victim,ˈvɪktɪm,víctima
victory,ˈvɪktərɪ,"Victoria, triunfo"
video,ˈvɪdɪəʊ,video
view,vjuː,Vista; paisaje
viewer,ˈvjuːəʳ,espectador
village,vɪlɪdʒ,"Pueblo, aldeano"
violate,ˈvaɪoleɪt,violar
violation,vaɪəˈleɪʃon,violación
violence,vaɪələns,violencia
virtual,ˈv3ːtjʊəl,virtual
virtually,ˈveːtjʊəlɪ,virtualmente
virtue,ˈv3ːtjuː,virtud
virus,ˈvaɪərəs,virus
visible,ˈvɪzebl,visible
vision,vɪʒən,visión
visit,ˈvɪzɪt,"Visitar, visita"
visitor,ˈvɪzɪtəʳ,visita
vital,ˈvaɪtl,vital
vitamin,"ˈvɪtəmɪn-
vaitemen",vitamina
vocal,bo'kal,vocal
voice,vɔɪs,voz
volume,ˈvɒljuːm,volumen
voluntary,ˈvɒləntri,voluntario
volunteer,vɒlənˈtɪəʳ,voluntario
vote,vəʊt,"Votar, voto"
voter,ˈvəʊtəʳ,votante
voting,ˈvəʊtɪŋ,votación
vs,vi-es,vs
vulnerable,ˈvʌlnərəbl,vulnerable
wage,weɪdʒ,salario
value,ˈvæljuː,"Valor, valuar"
van,væn,furgoneta
vanish,ˈvænɪʃ,desaparecer
variable,ˈvɛərɪəbl,variable
variation,vɛərɪˈeɪʃən,variación
variety,vəˈraɪətɪ(varaíti),variedad
various,vɛərɪəs,"Varios, diferente"
vary,ˈvɛərɪ,Variar
vast,vɑːst,Vasto (grande)
vegetable,ˈvedʒitəbl,vegetal
vehicle,ˈviːɪkl,vehículo
vendor,vendor,comerciante
venture,ˈventʃəʳ,atreverse
verbal,ˈv3ːbəl,verbal
verdict,ˈv3ːdɪkt,veredicto
version,ˈv3ːʃən,versión
wagon,ˈwægən,carro
waist,weɪst,cintura
wait,weɪt,esperar
wake,Weik,"Despertar, despertarse"
walk,wɔːk,Caminar
walking,ˈwɔːlkɪŋ,"Caminar, caminata"
wall,wɔːl,pared
wander,ˈwandəʳ,vagar
want,Want,querer
war,wɔːʳ,Guerra
warehous e,ˈwɛərhaʊz,"Almacén, bodega"
warm,wɔːrm,tibio
warmth,wɔːmθ,Calor (sintiéndolo)
warn,wɔːn,advertir
warning,ˈwɔːnɪŋ,"Alarma, advertencia"
warrior,ˈworrɪəʳ,guerrero
waste,Weist,Desperdiciar;  sobrante (material)
watch,wɒtʃ,Observar; reloj (coloquial)
water,wɔːtəʳ,Agua
wave,Weiv,ola
way,Wei,"Manera; vía, camino"
we,wiː,nosotros
weak,Wi:k,débil
weaken,ˈwiːkən,debilitar
weakness,ˈwiːknes,debilidad
wealth,welθ,riqueza
wealthy,ˈwelθɪ,Rico
weapon,wepə(e)n,arma
wear,wɛəʳ,"Ponerse, llevar puesto, usar (ropa);
desgaste (uso)"
weather,ˈweðəʳ,Tiempo; aguantar
weave,wiːv,Tejer
web,Web,red
weed,Wi:d,maleza
week,wiːk,Semana
weekend,ˈwiːkˈend,Fin de semana
weekly,‘wi:kli,semanal
weigh,Wei,pesar
weight,Weit,peso
weird,wɪərd,"Raro, extraño"
welcome,ˈwelkam,bienvenido
welfare,ˈwelfɛə>ʳ,bienestar
well,wel,bien
well-being,ˈwelˌbiːɪŋ,bienestar
well-known,Wel-nəʊ,Bien conocido
west,west,oeste
western,westərn,"Occidental, película de vaqueros"
wet,Wet,mojado
whale,weil,ballena
what,wɒt,"Qué, cual, lo que"
whatever,wɒtˈevəʳ,"Lo que sea, cualquier cosa"
wheat,Wi:t,trigo
wheel,Wi:l,rueda
who,huː,"Quién, quienes; a quién, a quienes"
whoever,huːˈevəʳ,"Quienquiera, sea quien sea"
whole,həʊl,"Entero, Total, todo"
whom,huːm,A quién
whose,huːz,"De quién, cuyo"
why,waɪ,Por qué
wide,Waid,Ancho; amplio
widespread,ˈwaɪdspred,extendido
widow,ˈwɪdəʊ,viuda
wife,waɪf,esposa
wild,waɪld,salvaje
wilderness,ˈwɪldənɪs,Tierra salvaje
wildlife,ˈwaɪldlaɪf,Vida salvaje
will,Wil,Aux. Futuro; testamento
willing,ˈwɪlɪŋ,Dispuesto a
willingness,ˈwɪlɪŋnɪs,disposición
win,Win,ganar
wind,Wind-waund (uk),viento
window,wɪndəʊ,ventana
wine,waɪn,vino
wing,Wing,ala
winner,ˈwɪnəʳ,ganador
winter,wɪntəʳ,invierno
wipe,waip,"Pasar un trapo, sacudir"
wire,ˈwaɪəʳ,"Alambre, cable"
wisdom,ˈwɪzdom,sabiduría
wise,Waiz,sabio
wish,wɪʃ,"Desear, deseo"
with,wɪð,con
withdraw,wɪθˈdrɔː,retirarse
within,wɪðˈɪn,adentro
without,wɪðˈaʊt,Sin
witness,ˈwɪtnes,testigo
wolf,wʊlvz,lobo
woman,womán,Mujer
wonder,ˈwʌndəʳ,Preguntarse; asombro
wheelchair,ˈwiːltʃɛəʳ,Silla de ruedas
when,Wen,cuando
whenever,wenˈevəʳ,"Cuando sea, cuando quiera"
where,wɛəʳ,"Adónde, hacia dónde"
whereas,wɛərˈæz,Mientras que
wherever,wɛərˈevəʳ,"Donde sea, en cualquier sitio"
whether,weðəʳ,Si (opción)
which,wɪtʃ,"Cuál, qué"
while,waɪl,"Mientras, aunque"
whip,Wip,"Látigo, azotar"
whisper,ˈwɪspəʳ,"Susurrar, susurro"
white,Wait,blanco
wonderful,wʌndəfʊl,maravilloso
wood,wʊd,"Madera, bosque"
wooden,ˈwʊdn,De madera
word,w3ːd,Palabra
work,w3ːk,Trabajar
worker,ˈw3ːkəʳ,"Trabajador, empleado"
working,ˈw3ːkɪŋ,ocupado
workout,‘w3ːkaʊt,entrenamiento
workplace,ˈw3ːkˌpleɪs,Lugar de trabajo
works,ˈwɜːks,Obras (lugar)
workshop,ˈw3ːkʃɒp,taller
world,w3ːrld,Mundo
worldwide,ˈw3ːldˈwaɪd,Por todo el mundo; mundial
worried,ˈwʌrrid,preocupado
worry,ˈwʌrrí,"Preocupar, preocuparse"
worth,w3ːθ,"Mérito, valor"
would,wʊd,(auxiliar condicional)
